"category","sub-category","sub-sub-category","serial number","Price ($)","diameter (in.)","max cfm","fan type","drive type","description","url"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB24RHULRH3S",1829,24,5981,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  24 in Wheel Size - 3/4 HP (5,981 CFM) 1 or 3 Ph Max Temp 400 deg","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB24RHULSH3S",1819,24,6626,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  24 in Wheel Size - 1 HP (6,626 CFM) 1 or 3 Ph Max Temp 400 deg  F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB24RHULTH3S",1859,24,7546,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 24 in Wheel Size-1 1/2 HP(7,546 CFM)1 or 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB24RHULVH3S",1859,24,8282,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  24 in Wheel Size - 2 HP ( 8,282 CFM) 1 or 3 Ph Max Temp 400 deg","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB30RHULQH1S",2099,30,6240,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  30 in Wheel Size - 1/2 HP ( 6,240 CFM) 1 or 3 Ph Max Temp 400 deg","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB30RHULRH3S",2189,30,7356,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  30 in Wheel Size - 3/4 HP ( 7,356 CFM) 1 or 3 Ph Max Temp 400 deg","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB30RHULSH3S",2239,30,8176,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  30 in Wheel Size - 1 HP ( 8,176 CFM) 1 or 3 Ph Max Temp 400 deg","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB30RHULTH3S",2129,30,9252,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 30 in Wheel Size-1 1/2 HP( 9,252 CFM)1 or 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB30RHULVH3S",2149,30,10680,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  30 in Wheel Size - 2 HP ( 10,680 CFM) 1 or 3 Ph Max Temp 400 deg","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB30RHULWH3S",2209,30,12177,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  30 in Wheel Size - 3 HP ( 12,177 CFM) 3 Ph Max Temp 400 deg  F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB30RHULXH3S",2479,30,14623,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  30 in Wheel Size - 5 HP ( 14,623 CFM) 3 Ph Max Temp 400 deg  F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB36RHULRH3S",2629,36,10252,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 36 in Wheel Size-3/4 HP(10,252 CFM)1 or 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB36RHULSH3S",2639,36,11407,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  36 in Wheel Size - 1 HP ( 11,407 CFM) 1 or 3 Ph Max Temp 400 deg","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB36RHULTH3S",2649,36,12996,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 36 in Wheel Size-1 1/2 HP(12,996 CFM)1 or 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB36RHULVH3S",2659,36,14295,"Centrifugal","Belt","Upblast Centrifugal Roof Ex  36 in Wheel Size - 2 HP ( 14,295 CFM) 1 or 3 Ph Max Temp 400 deg","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB36RHULWH3S",2849,36,16317,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 36 in Wheel Size - 3 HP ( 16,317 CFM) 3 Ph Max Temp 400 deg  F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB36RHULXH3S",2949,36,19349,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 36 in Wheel Size - 5 HP ( 19,349 CFM) 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB42RHULTH3S",3339,42,17005,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 42 in Wheel Size - 1 1/2 HP ( 17,005 CFM) 1 or  3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB42RHULVH3S",3349,42,18809,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 42 in Wheel Size - 2 HP ( 18,809 CFM) 1 or 3 Ph Max Temp 400 deg  F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB42RHULWH3S",3419,42,21128,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 42 in Wheel Size - 3 HP ( 21,128 CFM) 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB42RHULXH3S",3519,42,25508,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 42 in Wheel Size - 5 HP ( 25,508 CFM) 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB48RHULVH3S",3549,48,20670,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 48 in Wheel Size - 2 HP ( 20670 CFM) 1 or 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB48RHULWH3S",3629,48,23426,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 48 in Wheel Size - 3 HP ( 23,426 CFM) 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","TXB Upblast - belt","na","SP-TXB48RHULXH3S",3749,48,27904,"Centrifugal","Belt","Upblast Centrifugal Roof Ex 48 in Wheel Size - 5 HP ( 27,904 CFM) 3 Ph Max Temp 400 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-TXB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB06ML1S",539,6,459,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 6 in Wheel Size - 1/4 HP (459 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB06MH1S",539,6,558,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 6 in Wheel Size - 1/4 HP (558 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB08ML1S",539,8,861,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 8 in Wheel Size - 1/4 HP (861 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB08MM1S",539,8,1037,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 8 in Wheel Size - 1/4 HP (1,037 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB08MH1S",539,8,1250,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 8 in Wheel Size - 1/4 HP (1,250 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB09MH1S",549,9,1339,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 9 in Wheel Size - 1/4 HP (1,339 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB09PH1S",549,9,1584,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 9 in Wheel Size - 1/3 HP (1,584 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB11MH1S",709,11,1634,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 11 in Wheel Size - 1/4 HP (1,634 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB11MH3S",749,11,1634,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 11 in Wheel Size - 1/4 HP (1,634 CFM) 3 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB11PH1S",729,11,1793,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 11 in Wheel Size - 1/3 HP (1,793 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB11PH3S",759,11,1793,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 11 in Wheel Size - 1/3 HP (1,793 CFM) 3 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB12MH1S",759,12,1919,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 12 in Wheel Size - 1/4 HP (1,919 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB12MH3S",799,12,1919,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 12 in Wheel Size - 1/4 HP (1,919 CFM) 3 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB12PHIS",779,12,2084,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 12 in Wheel Size - 1/3 HP (2,084 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB12PH3S",809,12,2084,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 12 in Wheel Size - 1/3 HP (2,084 CFM) 3 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB12QH1S",789,12,2399,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 12 in Wheel Size - 1/2 HP (2,399 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB12QH3S",829,12,2399,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 12 in Wheel Size - 1/2 HP (2,399 CFM) 3 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB14MH1S",749,14,2004,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 14 in Wheel Size - 1/4 HP (2,004 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB14MH3S",819,14,2004,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 14 in Wheel Size - 1/4 HP (2,004 CFM) 3 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB14PH1S",699,14,2462,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 14 in Wheel Size - 1/3 HP (2,462 CFM) 1 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB14PH3S",819,14,2462,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 14 in Wheel Size - 1/3 HP (2,462 CFM) 3 Phase","http://www.industrialfansdirect.com/IND-FA-R-DB.html"
"Roof Exhaust","DB Downblast - belt","na","SP-DB14QH1S",779,14,2806,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 14 in Wheel Size - 1/2 HP (2,806 CFM) 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB14QH3S",869,14,2806,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 14 in Wheel Size - 1/2 HP (2,806 CFM) 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB14RH1S",869,14,3207,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 14 in Wheel Size - 3/4 HP (3,207 CFM) 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB14RH3S",829,14,3207,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 14 in Wheel Size - 3/4 HP (3,207 CFM) 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB16MH1S",839,16,2970,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 16 in Wheel Size - 1/4 HP (2,970 CFM) 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB16MH3S",959,16,2970,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 16 in Wheel Size - 1/4 HP (2,970 CFM) 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB16PH1S",849,16,3230,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 16 in Wheel Size - 1/3 HP (3,230 CFM) 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB16PH3S",909,16,3230,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 16 in Wheel Size - 1/3 HP (3,230 CFM) 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB16QH1S",869,16,3712,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 16 in Wheel Size - 1/2 HP (3,712 CFM) 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB16QH3S",909,16,3712,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 16 in Wheel Size - 1/2 HP (3,712 CFM) 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB16RH1S",979,16,4288,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 16 in Wheel Size - 3/4 HP (4,288 CFM) 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB16RH3S",969,16,4288,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 16 in Wheel Size - 3/4 HP (4,288 CFM) 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB18PH1S",899,18,3056,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 18 in Wheel Size - 1/3 HP (3,056 CFM) 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB18PH3S",959,18,3056,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 18 in Wheel Size - 1/3 HP (3,056 CFM) 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB18QH1S",919,18,3568,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 18 in Wheel Size - 1/2 HP (3,568 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB18RH3S",969,18,4080,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 18 in Wheel Size - 3/4 HP (4,080 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB18SH3S",969,18,4422,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 18 in Wheel Size - 1 HP (4,422 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB18TH3S",999,18,5105,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 18 in Wheel Size - 1 1/2 HP (5,105 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB18VH3S",1009,18,5618,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 18 in Wheel Size - 2  HP (5,618 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB20PH1S",949,20,3318,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 20 in Wheel Size - 1/3 HP (3,318 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB20QH1S",999,20,4071,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 20 in Wheel Size - 1/2 HP (4,071 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB20RH3S",999,20,4687,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 20 in Wheel Size - 3/4 HP (4,687 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB20SH3S",1009,20,5276,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 20 in Wheel Size - 1 HP (5,276 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB20TH3S",1029,20,5892,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 20 in Wheel Size - 1 1/2 HP (5,892 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB20VH3S",1049,20,6482,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 20 in Wheel Size - 2 HP (6,482 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB24PH1S",1219,24,4879,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 24 in Wheel Size - 1/3 HP (4,879 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB24QH1S",1249,24,5576,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 24 in Wheel Size - 1/2 HP (5,576 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB24RH3S",1219,24,6422,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 24 in Wheel Size - 3/4 HP (6,422 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB24SH3S",1209,24,7069,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 24 in Wheel Size - 1 HP (7,069 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB24TH3S",1229,24,8164,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 24 in Wheel Size - 1 1/2 HP (8,164 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB24VH3S",1249,24,8961,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 24 in Wheel Size - 2 HP (8,961 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB30QH3S",2029,30,7098,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 30 in Wheel Size - 1/2 HP (7,098 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB30RH3S",2029,30,8050,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 30 in Wheel Size - 3/4 HP (8,050 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
"Roof Exhaust","DB Downblast - belt","na","SP-DB30SH3S",2029,30,8916,"Centrifugal","Belt","Downblast Centrifugal Roof Exhauster 30 in Wheel Size - 1 HP (8,916 CFM) 1 or 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-R-DB"
