"category","sub-category","sub-sub-category","serial number","Price ($)","diameter (in.)","max cfm","fan type","drive type","description","url"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW36136",1429,36,10125,"Axial","Belt","Slant Wall Agricultural / Barn Fan (Belt Drive): 36 in. 6-Wing Blade Diameter (10,125 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW3613D",1259,36,10220,"Axial","Direct","Slant Wall Agricultural / Barn Fan (Direct Drive): 36 in. 3-Wing Blade Diameter (10,220 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG3613D",569,36,11100,"Axial","Direct","Agricultural Box Fan (direct drive): 36 in. 3-Wing  Blade - 16 in depth (11,100CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG3613D-20",639,36,11100,"Axial","Direct","Agricultural Box Fan (direct drive): 36 in. 3-Wing  Blade - 20 in depth (11,100 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG3613",739,36,11230,"Axial","Direct","Agricultural Box Fan (belt drive): 36 in. 4-Wing Blade - 20 in depth (11,230 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG36136",849,36,11010,"Axial","Belt","Agricultural Box Fan (belt drive): 36 in. 6-Wing  Blade - 20 in depth (11,010 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW4213",1239,42,12100,"Axial","Direct","Slant Wall Agricultural / Barn Fan (Belt Drive): 42 in. 4-Wing Blade Diameter (12,100 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW4213D",1239,42,12207,"Axial","Direct","Slant Wall Agricultural / Barn Fan (Direct Drive): 42 in. 3-Wing Blade Diameter (12,207 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW42136",1229,42,12580,"Axial","Belt","Slant Wall Agricultural / Barn Fan (Belt Drive): 42 in. 6-Wing Blade Diameter (12,580 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG42136",889,42,13680,"Axial","Belt","Agricultural Box Fan (belt drive): 42 in. 6-Wing Blade - 20 in depth (13,680 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG4213D",689,42,13060,"Axial","Direct","Agricultural Box Fan (direct drive): 42 in. 3-Wing Blade - 16 in depth (13,060 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG4213",779,42,13640,"Axial","Direct","Agricultural Box Fan (belt drive): 42 in. 4-Wing Blade - 20 in depth (13,640 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW4815",1469,48,18500,"Axial","Direct","Slant Wall Agricultural / Barn Fan (Belt Drive): 48 in. 4-Wing Blade Diameter (18,500 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW48156-D460",1829,48,18600,"Axial","Direct","Slant Wall Agricultural / Barn Fan (Direct Drive): 48 in. 6-Wing Blade Diameter (18,600 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW4815D",1639,48,18600,"Axial","Direct","Slant Wall Agricultural / Barn Fan (Direct Drive): 48 in. 3-Wing Blade Diameter (18,600 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG4815D",899,48,19900,"Axial","Direct","Agricultural Box Fan (direct drive): 48 in. 3-Wing Blade - 16 in depth (19,900 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-SLW48156",1879,48,19400,"Axial","Belt","Slant Wall Agricultural / Barn Fan (Belt Drive): 48 in. 6-Wing Blade Diameter (19,400 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG4815D-460",1059,48,18800,"Axial","Direct","Agricultural Box Fan (direct drive): 48 in. 3-Wing Blade - 16 in depth (18,800 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG4815",1029,48,21000,"Axial","Belt","Agricultural Box Fan (belt drive): 48 in. 4-Wing Blade - 20 in depth (21,000 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Cabinet Wall Exhaust","na","TE-PFG48156",1169,48,21100,"Axial","Belt","Agricultural Box Fan (belt drive): 48 in. 6-Wing Blade - 20 in depth (21,100 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-S.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S8-B2",169,8,360,"Axial","Direct","Shutter Mounted Exhaust Fan: 8 in blade 2 speed (360 / 300 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S10-B2",179,10,690,"Axial","Direct","Shutter Mounted Exhaust Fan: 10 in blade 2 speed (690 / 580 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S12-E1",259,12,1640,"Axial","Direct","Shutter Mounted Exhaust Fan: 12 in blade 1 speed (1,640 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S12-E2",329,12,1650,"Axial","Direct","Standard Wall Exhaust Fan: 12 in blade 2 speed (1,650 / 1,090 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S12-EVD",309,12,560,"Axial","Direct","Shutter Mounted Exhaust Fan: 12 in blade variable speed (1,650 - 560 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-SD12-XPF",729,12,1640,"Axial","Direct","Commercial Shutter Mounted Exhaust Fan: 12 in Blade (1,640 CFM) - Explosion Proof","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S14-E1",269,14,2170,"Axial","Direct","Shutter Mounted Exhaust Fan: 14 in blade 1 speed (2,170 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S14-E2",329,14,2180,"Axial","Direct","Shutter Mounted Exhaust Fan: 14 in blade 2 speed (2,180 / 1,350 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S16-E1",279,16,2370,"Axial","Direct","Shutter Mounted Exhaust Fan: 16 in blade 1 speed (2,370 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S16-E2",339,16,2380,"Axial","Direct","Shutter Mounted Exhaust Fan: 16 in blade 2 speed (2,380 / 1,640 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S16-EVD",369,16,610,"Axial","Direct","Shutter Mounted Exhaust Fan: 16 in blade variable speed (2,370 - 610 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S18-F1",289,18,3200,"Axial","Direct","Shutter Mounted Exhaust Fan: 18 in blade 1 speed (3,200 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S18-F2",389,18,3200,"Axial","Direct","Shutter Mounted Exhaust Fan: 18 in blade 2 speed (3,200 / 2,100  CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S18-FVD",409,18,700,"Axial","Direct","Shutter Mounted Exhaust Fan: 18 in blade variable speed (3,150 - 700  CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-SD18-XPF",949,18,3200,"Axial","Direct","Commercial Shutter Mounted  Exhaust Fan: 18 in Blade (3,200 CFM) - Explosion Proof","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S20-F1",329,20,3420,"Axial","Direct","Shutter Mounted Exhaust Fan: 20 in blade 1 speed (3,420 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-S20-F2",419,20,3440,"Axial","Direct","Shutter Mounted Exhaust Fan: 20 in blade 2 speed (3,440 / 2,300 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-SD24-F1",489,24,5600,"Axial","Direct","Shutter Mounted Exhaust Fan: 24 in blade 1 speed (5,600 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-SD24-GVD",559,24,800,"Axial","Direct","Shutter Mounted Exhaust Fan: 24 in blade variable speed (5,050 - 800 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-SD24-XPF",999,24,5500,"Axial","Direct","Commercial Shutter Mounted Exhaust Fan: 24 in Blade (5,500 CFM) - Explosion Proof","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","Shuttered Wall Exhaust","na","LFI-SD30-G1D",689,30,8000,"Axial","Direct","Shutter Mounted Exhaust Fan: 30 in blade 1 speed (8,000 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-WE.html"
"Agriculture","SS Panel Circulating","na","LFI-TF12",259,12,1380,"Axial","Direct","Stainless Steel Exhaust Fan: 12 in Blade 1/4 HP 115 / 230V (1,380 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-SS.html"
"Agriculture","SS Panel Circulating","na","LFI-TF16",289,16,2810,"Axial","Direct","Stainless Steel Exhaust Fan: 16 in Blade 1/4 HP 115 / 230V (2,810 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-SS.html"
"Agriculture","SS Panel Circulating","na","LFI-TF24",359,24,5200,"Axial","Direct","Stainless Steel Exhaust Fan: 24 in Blade 1/2 HP 115 / 230V (5,200 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-SS.html"
"Agriculture","SS Panel Circulating","na","LFI-TF36",589,36,11000,"Axial","Direct","Stainless Steel Exhaust Fan: 36 in Blade 1/2 HP 115 / 230V (11,000 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-SS.html"
"Agriculture","Circulating","na","LFI-HAF18",139,18,1900,"Axial","Direct","HAF Circulator Fan: 18 in Blade, 1 Speed ( 1,900 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-CF.html"
"Agriculture","Circulating","na","LFI-CP36",69,36,7100,"Axial","Direct","Commercial Ceiling Circulating Fan 36 in (Up or Downdraft 7,100 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-CF.html"
"Agriculture","Circulating","na","LFI-CP48HPWP",129,48,21000,"Axial","Direct","Industrial Ceiling Circulating Fan 48 in (Up or Downdraft 21,000 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-CF.html"
"Agriculture","Circulating","na","LFI-CP48",79,48,13000,"Axial","Direct","Commercial Ceiling Circulating Fan 48 in (Up or Downdraft 13,000 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-CF.html"
"Agriculture","Circulating","na","LFI-CP56FR",79,56,20500,"Axial","Direct","Commercial Grade Ceiling Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-CF.html"
"Agriculture","Circulating","na","LFI-CP56S",99,56,20500,"Axial","Direct","Commercial Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM) w/ 36"" downrod","http://www.industrialfansdirect.com/IND-FA-AF-CF.html"
"Agriculture","Circulating","na","LFI-CP56BR",79,56,20500,"Axial","Direct","Commercial (brown) Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/IND-FA-AF-CF.html"
"BLOWERS","na","na","CT-121118-00",629,"na","na","Axial","Direct","Switch Reluctance Blower with Speed Control Feature ( 120V )","http://www.industrialfansdirect.com/IND-FA-BL.html"
"BLOWERS","na","na","CT-121131-00",629,"na","na","Axial","Direct","Switch Reluctance Blower with Speed Control Feature ( 230V )","http://www.industrialfansdirect.com/IND-FA-BL.html"
"Ceiling","na","na","LFI-CP36",69,36,7100,"Axial","Direct","Commercial Ceiling Circulating Fan 36 in (Up or Downdraft 7,100 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","LFI-CP48",79,48,13000,"Axial","Direct","Commercial Ceiling Circulating Fan 48 in (Up or Downdraft 13,000 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","LFI-CP48HPWP",129,48,21000,"Axial","Direct","Industrial Ceiling Circulating Fan 48 in (Up or Downdraft 21,000 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","LFI-CP56FR",79,56,20500,"Axial","Direct","Commercial Grade Ceiling Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","LFI-CP56BR",79,56,20500,"Axial","Direct","Commercial (brown) Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","LFI-CP56S",99,56,20500,"Axial","Direct","Commercial Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM) w/ 36"" downrod","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","TE-CMPC3021",629,30,8200,"Axial","Direct","Industrial Ceiling Mount Circulating Fan (direct drive) 30 in Blade (8,200  / 6,600 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","TE-CMPC3613",839,36,10900,"Axial","Belt","Industrial Ceiling Mount Circulating Fan (direct drive): 36 in Blade (10,900 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","TE-CMB3613",1049,36,12100,"Axial","Direct","Industrial Ceiling Mount Circulating Fan (belt drive): 36 in Blade (12,100 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","TE-CMPC4213",1009,42,13600,"Axial","Direct","Industrial Ceiling Mount Circulating Fan (direct drive): 42 in Blade (13,600 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","TE-CMB4213",1129,42,14445,"Axial","Belt","Industrial Ceiling Mount Circulating  Fan (belt drive): 42 in Blade (14, 445 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","TE-CMB4214",1329,42,15850,"Axial","Belt","Industrial Ceiling Mount Circulating Fan (belt drive): 42 in Blade (15,850 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Ceiling","na","na","TE-CMB4815",1649,48,19460,"Axial","Belt","Industrial Ceiling Mount Circulating Fan (belt drive): 48 in Blade (19,460 CFM)","http://www.industrialfansdirect.com/IND-FI-CF.html"
"Circulating","MULTI-MOUNT","na","TPI-IHP24H",309,24,7000,"Axial","Direct","High Performance Circulation Fan (Head Only) 24 in Blade (5,200 / 7,000 CFM) 2 Speed","http://www.industrialfansdirect.com/IND-FA-PF-MMC.html"
"Circulating","MULTI-MOUNT","na","TPI-IHP30H",319,30,8200,"Axial","Direct","High Performance Circulation Fan (Head Only) 30 in Blade (6,200 / 8,200 CFM) 2 Speed","http://www.industrialfansdirect.com/IND-FA-PF-MMC.html"
"Circulating","MULTI-MOUNT","na","TPI-HDH-24G",399,24,8600,"Axial","Direct","Industrial 2 Speed Circulating Fan (Head Only) 24 in Blade (7,100 / 8,600 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-MMC.html"
"Circulating","MULTI-MOUNT","na","TPI-HDH-30G",409,30,9850,"Axial","Direct","Industrial 2 Speed Circulating Fan (Head Only)  30 in Blade (9,850 / 8,100 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-MMC.html"
"Circulating","MULTI-MOUNT","na","TPI-ACH24",239,24,6800,"Axial","Direct","Commercial Circulation Fan (Head Only) 24 in Blade (5,000 / 6,800 CFM) 2 Speed","http://www.industrialfansdirect.com/IND-FA-PF-MMC.html"
"Circulating","MULTI-MOUNT","na","TPI-ACH30",249,30,7900,"Axial","Direct","Commercial Circulation Fan (Head Only) 30 in Blade (6,000 / 7,900 CFM) 2 Speed","http://www.industrialfansdirect.com/IND-FA-PF-MMC.html"
"Circulating","MULTI-MOUNT","na","TPI-HDH-24",419,24,8600,"Axial","Direct","HEAVY DUTY YELLOW AIR CIRCULATOR(Head Only) 24 in Blade (6,500 / 8,600 CFM) 2 Speed","http://www.industrialfansdirect.com/IND-FA-PF-MMC.html"
"Circulating","MULTI-MOUNT","na","TPI-HDH-30",429,30,9850,"Axial","Direct","HEAVY DUTY YELLOW AIR CIRCULATOR(Head Only) 30 in Blade (7,500 / 9,850 CFM) 2 Speed","http://www.industrialfansdirect.com/IND-FA-PF-MMC.html"
"Circulating","Floor","na","LFI-HVF14F",89,14,2000,"Axial","Direct","Commercial 3 Speed Circulator Fan: 14 in  Floor & Wall Mount (2,000 / 1,600 / 1,100 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-FW.html"
"Circulating","Floor","na","SCF-20FC",439,20,3896,"Axial","Direct","Industrial 2 Speed Circulator Fan: 20 in  with cart (3,896 / 2,857 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-FW.html"
"Circulating","Floor","na","SCF-24FC",479,24,5100,"Axial","Direct","Industrial 2 Speed Circulator Fan: 24 in  with cart (5,100 / 3,920 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-FW.html"
"Circulating","Floor","na","SCF-30FC",639,30,9350,"Axial","Direct","Industrial 2 Speed Circulator Fan: 30 in  with cart (9,350 / 8,125 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-FW.html"
"Circulating","Pedestal","na","TPI-HD24-P",549,24,8600,"Axial","Direct","Industrial Pedestal Fan: 24 in. Blade 2 Speed (8,600 / 6,500 CFM) - Safety Yellow","http://www.industrialfansdirect.com/IND-FA-PF-P.html"
"Circulating","Pedestal","na","SP-UL507-30",499,30,8334,"Axial","Direct","Outdoor High Velocity Pedestal Fan 30 in (6,668 / 8,334 / 10,418 CFM) 3 speed. 115V","http://www.industrialfansdirect.com/IND-FA-PF-P.html"
"Circulating","Pedestal","na","SCF-36PF",569,36,9080,"Axial","Direct","Industrial Pedestal Fan: 36 in., 2 Speed (12,477 / 9,080 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-P.html"
"Circulating","Wall","na","SP-UL507-18",219,18,6357,"Axial","Direct","Outdoor High Velocity Wallmount Fan 18 in (4,068 / 5,086 / 6,357 CFM) 3 speed. 115V","http://www.industrialfansdirect.com/IND-FA-PF-W.html"
"Circulating","Wall","na","TPI-HD24-W",469,24,8600,"Axial","Direct","Industrial Wall Mount 2 Speed Circulating Fan: 24 in Blade (8,600 / 6,500 CFM) -Safety Yellow","http://www.industrialfansdirect.com/IND-FA-PF-W.html"
"Circulating","Wall","na","LFI-WMKD30-3SP",269,30,8300,"Axial","Direct","Commercial Wall Mount 3 Speed  Fan: 30 in Blade (8,300 / 7,300 / 6,300 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-W.html"
"Circulating","Wall","na","LFI-WMKD30-OSC",289,30,8300,"Axial","Direct","Commercial Wall Mount 3 Speed  Fan: 30 in Blade (8,300 / 7,300 / 6,300 CFM) - oscillating","http://www.industrialfansdirect.com/IND-FA-PF-W.html"
"Circulating","Wall","na","TPI-HD30-W",479,30,9850,"Axial","Direct","Industrial Wall Mount 2 Speed Circulating Fan: 30 in Blade (9,850/ 7,500 CFM)-Safety Yellow","http://www.industrialfansdirect.com/IND-FA-PF-W.html"
"Circulating","Ceiling","na","TE-AMB2421S",359,24,6100,"Axial","Direct","Industrial Suspension Mount  2 Speed Circulator Fan: 24 in Blade (6,100 / 4,300 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TPI-ACH24-ACM-S",279,24,6800,"Axial","Direct","Commercial Suspension Mount 2 Speed Circulator Fan: 24 in Blade (6,800 / 5,000 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TPI-IHP24H-ACM-S",349,24,7000,"Axial","Direct","Industrial Suspension Mount 2 Speed Circulator Fan: 24 in Blade (7,000 / 5,200 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-AMB2423S",479,24,7800,"Axial","Direct","Industrial Suspension Mount  2 Speed Circulator Fan: 24 in Blade (7,800 / 5,300 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-AMB3021S",389,30,7200,"Axial","Direct","Industrial Suspension Mount  2 Speed Circulator Fan: 30 in Blade (7,200 / 5,400 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TPI-ACH30-ACM-S",289,30,7900,"Axial","Direct","Commercial Suspension Mount 2 Speed Circulator Fan: 30 in Blade (7,900 / 6,000 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-CMPC3021",629,30,8200,"Axial","Direct","Industrial Ceiling Mount Circulating Fan (direct drive) 30 in Blade (8,200  / 6,600 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TPI-IHP30H-ACM-S",359,30,8200,"Axial","Direct","Industrial Suspension Mount 2 Speed Circulator Fan: 30 in Blade (8,200 / 6,200 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-AMB3023S",509,30,8800,"Axial","Direct","Industrial Suspension Mount  2 Speed Circulator Fan: 30 in Blade (8,800 / 6,400 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","LFI-CP36",69,36,7100,"Axial","Direct","Commercial Ceiling Circulating Fan 36 in (Up or Downdraft 7,100 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-CMPC3613",839,36,10900,"Axial","Direct","Industrial Ceiling Mount Circulating Fan (direct drive): 36 in Blade (10,900 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-SEB3613",739,36,12100,"Axial","Belt","Industrial Suspension Circulating Fan (belt drive): 36 in Blade (12,100 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-CMB3613",1049,36,12100,"Axial","Belt","Industrial Ceiling Mount Circulating Fan (belt drive): 36 in Blade (12,100 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-CMPC4213",1009,42,13600,"Axial","Direct","Industrial Ceiling Mount Circulating Fan (direct drive): 42 in Blade (13,600 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-SEB4213",769,42,14445,"Axial","Belt","Industrial Suspension Circulating Fan (belt drive): 42 in Blade (14,445 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-CMB4213",1129,42,14445,"Axial","Belt","Industrial Ceiling Mount Circulating  Fan (belt drive): 42 in Blade (14, 445 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-CMB4214",1329,42,15850,"Axial","Belt","Industrial Ceiling Mount Circulating Fan (belt drive): 42 in Blade (15,850 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","LFI-CP48",79,48,13000,"Axial","Direct","Commercial Ceiling Circulating Fan 48 in (Up or Downdraft 13,000 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-SEB4815",1149,48,19460,"Axial","Belt","Industrial Suspension Circulating Fan (belt drive): 48 in Blade (19,460 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","TE-CMB4815",1649,48,19460,"Axial","Belt","Industrial Ceiling Mount Circulating Fan (belt drive): 48 in Blade (19,460 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","LFI-CP48HPWP",129,48,21000,"Axial","Direct","Industrial Ceiling Circulating Fan 48 in (Up or Downdraft 21,000 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-C.html"
"Circulating","Ceiling","na","LFI-CP56FR",79,56,20500,"Axial","Direct","Commercial Grade Ceiling Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-PF-C"
"Circulating","Ceiling","na","LFI-CP56BR",79,56,20500,"Axial","Direct","Commercial (brown) Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-PF-C"
"Circulating","Ceiling","na","LFI-CP56S",99,56,20500,"Axial","Direct","Commercial Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM) w/ 36"" downrod","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-PF-C"
"Circulating","Work Station","na","TPI-U12-TE",109,12,2750,"Axial","Direct","3 Speed Workstation Circulator Fan: 12 in Blade Multi-Mount (2,750 / 2,200 / 1,600 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WS.html"
"Circulating","Work Station","na","TPI-N-12",219,12,930,"Axial","Direct","2 Speed LV  Workstation Circulator Fan: 12 in Blade Multi-Mount (1,540 / 930 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WS.html"
"Circulating","Work Station","na","TPI-U18-TE",129,18,5750,"Axial","Direct","3 Speed Workstation Circulator Fan: 18 in Blade-Multi Mount (5,750 / 4,700 / 3,200 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WS.html"
"Circulating","Work Station","na","TPI-24-LDF-TE",209,18,5750,"Axial","Direct","3 Speed Workstation Circulator Fan:18 in Blade w/ 24 in Pivoting Arm (5,750 / 4,700 / 3,200 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WS.html"
"Circulating","Work Station","na","TPI-40-LDF-TE",259,18,5750,"Axial","Direct","3 Speed Workstation Circulator Fan:18 in Blade w/ 40 in Pivoting Arm (5,750 / 4,700 / 3,200 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WS.html"
"Circulating","Work Station","na","TPI-60-LDF-TE",269,18,5750,"Axial","Direct","3 Speed Workstation Circulator Fan:18 in Blade w/ 60 in Pivoting Arm (5,750 / 4,700 / 3,200 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WS.html"
